lociID,chromosomeID,start,end
LOC:chrI-29701-30000,chrI,29701,30000
LOC:chrI-30001-30300,chrI,30001,30300
LOC:chrI-30301-30600,chrI,30301,30600
LOC:chrI-30601-30900,chrI,30601,30900
LOC:chrI-30901-31200,chrI,30901,31200
LOC:chrI-31201-31500,chrI,31201,31500
LOC:chrI-31501-31800,chrI,31501,31800
LOC:chrI-31801-32100,chrI,31801,32100
LOC:chrI-32101-32400,chrI,32101,32400
LOC:chrI-32401-32700,chrI,32401,32700
LOC:chrI-32701-33000,chrI,32701,33000
LOC:chrI-33001-33300,chrI,33001,33300
LOC:chrI-33301-33600,chrI,33301,33600
LOC:chrI-33601-33900,chrI,33601,33900
LOC:chrI-33901-34200,chrI,33901,34200
LOC:chrI-34201-34500,chrI,34201,34500
LOC:chrI-34501-34800,chrI,34501,34800
LOC:chrI-34801-35100,chrI,34801,35100
LOC:chrI-35101-35400,chrI,35101,35400
LOC:chrI-35401-35700,chrI,35401,35700
LOC:chrI-35701-36000,chrI,35701,36000
LOC:chrI-36001-36300,chrI,36001,36300
LOC:chrI-36301-36600,chrI,36301,36600
LOC:chrI-36601-36900,chrI,36601,36900
LOC:chrI-36901-37200,chrI,36901,37200
LOC:chrI-37201-37500,chrI,37201,37500
LOC:chrI-37501-37800,chrI,37501,37800
LOC:chrI-37801-38100,chrI,37801,38100
LOC:chrI-38101-38400,chrI,38101,38400
LOC:chrI-38401-38700,chrI,38401,38700
LOC:chrI-38701-39000,chrI,38701,39000
LOC:chrI-39001-39300,chrI,39001,39300
LOC:chrI-39301-39600,chrI,39301,39600
LOC:chrI-39601-39900,chrI,39601,39900
LOC:chrI-39901-40200,chrI,39901,40200
LOC:chrI-40201-40500,chrI,40201,40500
LOC:chrI-40501-40800,chrI,40501,40800
LOC:chrI-40801-41100,chrI,40801,41100
LOC:chrI-41101-41400,chrI,41101,41400
LOC:chrI-41401-41700,chrI,41401,41700
LOC:chrI-41701-42000,chrI,41701,42000
LOC:chrI-42001-42300,chrI,42001,42300
LOC:chrI-42301-42600,chrI,42301,42600
LOC:chrI-42601-42900,chrI,42601,42900
LOC:chrI-42901-43200,chrI,42901,43200
LOC:chrI-43201-43500,chrI,43201,43500
LOC:chrI-43501-43800,chrI,43501,43800
LOC:chrI-43801-44100,chrI,43801,44100
LOC:chrI-44101-44400,chrI,44101,44400
LOC:chrI-44401-44700,chrI,44401,44700
LOC:chrI-44701-45000,chrI,44701,45000
LOC:chrI-45001-45300,chrI,45001,45300
LOC:chrI-45301-45600,chrI,45301,45600
LOC:chrI-45601-45900,chrI,45601,45900
LOC:chrI-45901-46200,chrI,45901,46200
LOC:chrI-46201-46500,chrI,46201,46500
LOC:chrI-46501-46800,chrI,46501,46800
LOC:chrI-46801-47100,chrI,46801,47100
LOC:chrI-47101-47400,chrI,47101,47400
LOC:chrI-47401-47700,chrI,47401,47700
LOC:chrI-47701-48000,chrI,47701,48000
LOC:chrI-48001-48300,chrI,48001,48300
LOC:chrI-48301-48600,chrI,48301,48600
LOC:chrI-48601-48900,chrI,48601,48900
LOC:chrI-48901-49200,chrI,48901,49200
LOC:chrI-49201-49500,chrI,49201,49500
LOC:chrI-49501-49800,chrI,49501,49800
LOC:chrI-49801-50100,chrI,49801,50100
LOC:chrI-50101-50400,chrI,50101,50400
LOC:chrI-50401-50700,chrI,50401,50700
LOC:chrI-50701-51000,chrI,50701,51000
LOC:chrI-51001-51300,chrI,51001,51300
LOC:chrI-51301-51600,chrI,51301,51600
LOC:chrI-51601-51900,chrI,51601,51900
LOC:chrI-51901-52200,chrI,51901,52200
LOC:chrI-52201-52500,chrI,52201,52500
LOC:chrI-52501-52800,chrI,52501,52800
LOC:chrI-52801-53100,chrI,52801,53100
LOC:chrI-53101-53400,chrI,53101,53400
LOC:chrI-53401-53700,chrI,53401,53700
LOC:chrI-53701-54000,chrI,53701,54000
LOC:chrI-54001-54300,chrI,54001,54300
LOC:chrI-54301-54600,chrI,54301,54600
LOC:chrI-54601-54900,chrI,54601,54900
LOC:chrI-54901-55200,chrI,54901,55200
LOC:chrI-55201-55500,chrI,55201,55500
LOC:chrI-55501-55800,chrI,55501,55800
LOC:chrI-55801-56100,chrI,55801,56100
LOC:chrI-56101-56400,chrI,56101,56400
LOC:chrI-56401-56700,chrI,56401,56700
LOC:chrI-56701-57000,chrI,56701,57000
LOC:chrI-57001-57300,chrI,57001,57300
LOC:chrI-57301-57600,chrI,57301,57600
LOC:chrI-57601-57900,chrI,57601,57900
LOC:chrI-57901-58200,chrI,57901,58200
LOC:chrI-58201-58500,chrI,58201,58500
LOC:chrI-58501-58800,chrI,58501,58800
LOC:chrI-58801-59100,chrI,58801,59100
LOC:chrI-59101-59400,chrI,59101,59400
LOC:chrI-59401-59700,chrI,59401,59700
LOC:chrI-59701-60000,chrI,59701,60000
LOC:chrI-60001-60300,chrI,60001,60300
LOC:chrI-60301-60600,chrI,60301,60600
LOC:chrI-60601-60900,chrI,60601,60900
LOC:chrI-60901-61200,chrI,60901,61200
LOC:chrI-61201-61500,chrI,61201,61500
LOC:chrI-61501-61800,chrI,61501,61800
LOC:chrI-61801-62100,chrI,61801,62100
LOC:chrI-62101-62400,chrI,62101,62400
LOC:chrI-62401-62700,chrI,62401,62700
LOC:chrI-62701-63000,chrI,62701,63000
LOC:chrI-63001-63300,chrI,63001,63300
LOC:chrI-63301-63600,chrI,63301,63600
LOC:chrI-63601-63900,chrI,63601,63900
LOC:chrI-63901-64200,chrI,63901,64200
LOC:chrI-64201-64500,chrI,64201,64500
LOC:chrI-64501-64800,chrI,64501,64800
LOC:chrI-64801-65100,chrI,64801,65100
LOC:chrI-65101-65400,chrI,65101,65400
LOC:chrI-65401-65700,chrI,65401,65700
LOC:chrI-65701-66000,chrI,65701,66000
LOC:chrI-66001-66300,chrI,66001,66300
LOC:chrI-66301-66600,chrI,66301,66600
LOC:chrI-66601-66900,chrI,66601,66900
LOC:chrI-66901-67200,chrI,66901,67200
LOC:chrI-67201-67500,chrI,67201,67500
LOC:chrI-67501-67800,chrI,67501,67800
LOC:chrI-67801-68100,chrI,67801,68100
LOC:chrI-68101-68400,chrI,68101,68400
LOC:chrI-68401-68700,chrI,68401,68700
LOC:chrI-68701-69000,chrI,68701,69000
LOC:chrI-69001-69300,chrI,69001,69300
LOC:chrI-69301-69600,chrI,69301,69600
LOC:chrI-69601-69900,chrI,69601,69900
LOC:chrI-69901-70200,chrI,69901,70200
LOC:chrI-70201-70500,chrI,70201,70500
LOC:chrI-70501-70800,chrI,70501,70800
LOC:chrI-70801-71100,chrI,70801,71100
LOC:chrI-71101-71400,chrI,71101,71400
LOC:chrI-71401-71700,chrI,71401,71700
LOC:chrI-71701-72000,chrI,71701,72000
LOC:chrI-72001-72300,chrI,72001,72300
LOC:chrI-72301-72600,chrI,72301,72600
LOC:chrI-72601-72900,chrI,72601,72900
LOC:chrI-72901-73200,chrI,72901,73200
LOC:chrI-73201-73500,chrI,73201,73500
LOC:chrI-73501-73800,chrI,73501,73800
LOC:chrI-73801-74100,chrI,73801,74100
LOC:chrI-74101-74400,chrI,74101,74400
LOC:chrI-74401-74700,chrI,74401,74700
LOC:chrI-74701-75000,chrI,74701,75000
LOC:chrI-75001-75300,chrI,75001,75300
LOC:chrI-75301-75600,chrI,75301,75600
LOC:chrI-75601-75900,chrI,75601,75900
LOC:chrI-75901-76200,chrI,75901,76200
LOC:chrI-76201-76500,chrI,76201,76500
LOC:chrI-76501-76800,chrI,76501,76800
LOC:chrI-76801-77100,chrI,76801,77100
LOC:chrI-77101-77400,chrI,77101,77400
LOC:chrI-77401-77700,chrI,77401,77700
LOC:chrI-77701-78000,chrI,77701,78000
LOC:chrI-78001-78300,chrI,78001,78300
LOC:chrI-78301-78600,chrI,78301,78600
LOC:chrI-78601-78900,chrI,78601,78900
LOC:chrI-78901-79200,chrI,78901,79200
LOC:chrI-79201-79500,chrI,79201,79500
LOC:chrI-79501-79800,chrI,79501,79800
LOC:chrI-79801-80100,chrI,79801,80100
LOC:chrI-80101-80400,chrI,80101,80400
LOC:chrI-80401-80700,chrI,80401,80700
LOC:chrI-80701-81000,chrI,80701,81000
LOC:chrI-81001-81300,chrI,81001,81300
LOC:chrI-81301-81600,chrI,81301,81600
LOC:chrI-81601-81900,chrI,81601,81900
LOC:chrI-81901-82200,chrI,81901,82200
LOC:chrI-82201-82500,chrI,82201,82500
LOC:chrI-82501-82800,chrI,82501,82800
LOC:chrI-82801-83100,chrI,82801,83100
LOC:chrI-83101-83400,chrI,83101,83400
LOC:chrI-83401-83700,chrI,83401,83700
LOC:chrI-83701-84000,chrI,83701,84000
LOC:chrI-84001-84300,chrI,84001,84300
LOC:chrI-84301-84600,chrI,84301,84600
LOC:chrI-84601-84900,chrI,84601,84900
LOC:chrI-84901-85200,chrI,84901,85200
LOC:chrI-85201-85500,chrI,85201,85500
LOC:chrI-85501-85800,chrI,85501,85800
LOC:chrI-85801-86100,chrI,85801,86100
LOC:chrI-86101-86400,chrI,86101,86400
LOC:chrI-86401-86700,chrI,86401,86700
LOC:chrI-86701-87000,chrI,86701,87000
LOC:chrI-87001-87300,chrI,87001,87300
LOC:chrI-87301-87600,chrI,87301,87600
LOC:chrI-87601-87900,chrI,87601,87900
LOC:chrI-87901-88200,chrI,87901,88200
LOC:chrI-88201-88500,chrI,88201,88500
LOC:chrI-88501-88800,chrI,88501,88800
LOC:chrI-88801-89100,chrI,88801,89100
LOC:chrI-89101-89400,chrI,89101,89400
LOC:chrI-89401-89700,chrI,89401,89700
LOC:chrI-89701-90000,chrI,89701,90000
LOC:chrI-90001-90300,chrI,90001,90300
LOC:chrI-90301-90600,chrI,90301,90600
LOC:chrI-90601-90900,chrI,90601,90900
LOC:chrI-90901-91200,chrI,90901,91200
LOC:chrI-91201-91500,chrI,91201,91500
LOC:chrI-91501-91800,chrI,91501,91800
LOC:chrI-91801-92100,chrI,91801,92100
LOC:chrI-92101-92400,chrI,92101,92400
LOC:chrI-92401-92700,chrI,92401,92700
LOC:chrI-92701-93000,chrI,92701,93000
LOC:chrI-93001-93300,chrI,93001,93300
LOC:chrI-93301-93600,chrI,93301,93600
LOC:chrI-93601-93900,chrI,93601,93900
LOC:chrI-93901-94200,chrI,93901,94200
LOC:chrI-94201-94500,chrI,94201,94500
LOC:chrI-94501-94800,chrI,94501,94800
LOC:chrI-94801-95100,chrI,94801,95100
LOC:chrI-95101-95400,chrI,95101,95400
LOC:chrI-95401-95700,chrI,95401,95700
LOC:chrI-95701-96000,chrI,95701,96000
LOC:chrI-96001-96300,chrI,96001,96300
LOC:chrI-96301-96600,chrI,96301,96600
LOC:chrI-96601-96900,chrI,96601,96900
LOC:chrI-96901-97200,chrI,96901,97200
LOC:chrI-97201-97500,chrI,97201,97500
LOC:chrI-97501-97800,chrI,97501,97800
LOC:chrI-97801-98100,chrI,97801,98100
LOC:chrI-98101-98400,chrI,98101,98400
LOC:chrI-98401-98700,chrI,98401,98700
LOC:chrI-98701-99000,chrI,98701,99000
LOC:chrI-99001-99300,chrI,99001,99300
LOC:chrI-99301-99600,chrI,99301,99600
LOC:chrI-99601-99900,chrI,99601,99900
LOC:chrI-99901-100200,chrI,99901,100200
LOC:chrI-100201-100500,chrI,100201,100500
LOC:chrI-100501-100800,chrI,100501,100800
LOC:chrI-100801-101100,chrI,100801,101100
LOC:chrI-101101-101400,chrI,101101,101400
LOC:chrI-101401-101700,chrI,101401,101700
LOC:chrI-101701-102000,chrI,101701,102000
LOC:chrI-102001-102300,chrI,102001,102300
LOC:chrI-102301-102600,chrI,102301,102600
LOC:chrI-102601-102900,chrI,102601,102900
LOC:chrI-102901-103200,chrI,102901,103200
LOC:chrI-103201-103500,chrI,103201,103500
LOC:chrI-103501-103800,chrI,103501,103800
LOC:chrI-103801-104100,chrI,103801,104100
LOC:chrI-104101-104400,chrI,104101,104400
LOC:chrI-104401-104700,chrI,104401,104700
LOC:chrI-104701-105000,chrI,104701,105000
LOC:chrI-105001-105300,chrI,105001,105300
LOC:chrI-105301-105600,chrI,105301,105600
LOC:chrI-105601-105900,chrI,105601,105900
LOC:chrI-105901-106200,chrI,105901,106200
LOC:chrI-106201-106500,chrI,106201,106500
LOC:chrI-106501-106800,chrI,106501,106800
LOC:chrI-106801-107100,chrI,106801,107100
LOC:chrI-107101-107400,chrI,107101,107400
LOC:chrI-107401-107700,chrI,107401,107700
LOC:chrI-107701-108000,chrI,107701,108000
LOC:chrI-108001-108300,chrI,108001,108300
LOC:chrI-108301-108600,chrI,108301,108600
LOC:chrI-108601-108900,chrI,108601,108900
LOC:chrI-108901-109200,chrI,108901,109200
LOC:chrI-109201-109500,chrI,109201,109500
LOC:chrI-109501-109800,chrI,109501,109800
LOC:chrI-109801-110100,chrI,109801,110100
LOC:chrI-110101-110400,chrI,110101,110400
LOC:chrI-110401-110700,chrI,110401,110700
LOC:chrI-110701-111000,chrI,110701,111000
LOC:chrI-111001-111300,chrI,111001,111300
LOC:chrI-111301-111600,chrI,111301,111600
LOC:chrI-111601-111900,chrI,111601,111900
LOC:chrI-111901-112200,chrI,111901,112200
LOC:chrI-112201-112500,chrI,112201,112500
LOC:chrI-112501-112800,chrI,112501,112800
LOC:chrI-112801-113100,chrI,112801,113100
LOC:chrI-113101-113400,chrI,113101,113400
LOC:chrI-113401-113700,chrI,113401,113700
LOC:chrI-113701-114000,chrI,113701,114000
LOC:chrI-114001-114300,chrI,114001,114300
LOC:chrI-114301-114600,chrI,114301,114600
LOC:chrI-114601-114900,chrI,114601,114900
LOC:chrI-114901-115200,chrI,114901,115200
LOC:chrI-115201-115500,chrI,115201,115500
LOC:chrI-115501-115800,chrI,115501,115800
LOC:chrI-115801-116100,chrI,115801,116100
LOC:chrI-116101-116400,chrI,116101,116400
LOC:chrI-116401-116700,chrI,116401,116700
LOC:chrI-116701-117000,chrI,116701,117000
LOC:chrI-117001-117300,chrI,117001,117300
LOC:chrI-117301-117600,chrI,117301,117600
LOC:chrI-117601-117900,chrI,117601,117900
LOC:chrI-117901-118200,chrI,117901,118200
LOC:chrI-118201-118500,chrI,118201,118500
LOC:chrI-118501-118800,chrI,118501,118800
LOC:chrI-118801-119100,chrI,118801,119100
LOC:chrI-119101-119400,chrI,119101,119400
LOC:chrI-119401-119700,chrI,119401,119700
LOC:chrI-119701-120000,chrI,119701,120000
LOC:chrI-120001-120300,chrI,120001,120300
LOC:chrI-120301-120600,chrI,120301,120600
LOC:chrI-120601-120900,chrI,120601,120900
LOC:chrI-120901-121200,chrI,120901,121200
LOC:chrI-121201-121500,chrI,121201,121500
LOC:chrI-121501-121800,chrI,121501,121800
LOC:chrI-121801-122100,chrI,121801,122100
LOC:chrI-122101-122400,chrI,122101,122400
LOC:chrI-122401-122700,chrI,122401,122700
LOC:chrI-122701-123000,chrI,122701,123000
LOC:chrI-123001-123300,chrI,123001,123300
LOC:chrI-123301-123600,chrI,123301,123600
LOC:chrI-123601-123900,chrI,123601,123900
LOC:chrI-123901-124200,chrI,123901,124200
LOC:chrI-124201-124500,chrI,124201,124500
LOC:chrI-124501-124800,chrI,124501,124800
LOC:chrI-124801-125100,chrI,124801,125100
LOC:chrI-125101-125400,chrI,125101,125400
LOC:chrI-125401-125700,chrI,125401,125700
LOC:chrI-125701-126000,chrI,125701,126000
LOC:chrI-126001-126300,chrI,126001,126300
LOC:chrI-126301-126600,chrI,126301,126600
LOC:chrI-126601-126900,chrI,126601,126900
LOC:chrI-126901-127200,chrI,126901,127200
LOC:chrI-127201-127500,chrI,127201,127500
LOC:chrI-127501-127800,chrI,127501,127800
LOC:chrI-127801-128100,chrI,127801,128100
LOC:chrI-128101-128400,chrI,128101,128400
LOC:chrI-128401-128700,chrI,128401,128700
LOC:chrI-128701-129000,chrI,128701,129000
LOC:chrI-129001-129300,chrI,129001,129300
LOC:chrI-129301-129600,chrI,129301,129600
LOC:chrI-129601-129900,chrI,129601,129900
LOC:chrI-129901-130200,chrI,129901,130200
LOC:chrI-130201-130500,chrI,130201,130500
LOC:chrI-130501-130800,chrI,130501,130800
LOC:chrI-130801-131100,chrI,130801,131100
LOC:chrI-131101-131400,chrI,131101,131400
LOC:chrI-131401-131700,chrI,131401,131700
LOC:chrI-131701-132000,chrI,131701,132000
LOC:chrI-132001-132300,chrI,132001,132300
LOC:chrI-132301-132600,chrI,132301,132600
LOC:chrI-132601-132900,chrI,132601,132900
LOC:chrI-132901-133200,chrI,132901,133200
LOC:chrI-133201-133500,chrI,133201,133500
LOC:chrI-133501-133800,chrI,133501,133800
LOC:chrI-133801-134100,chrI,133801,134100
LOC:chrI-134101-134400,chrI,134101,134400
LOC:chrI-134401-134700,chrI,134401,134700
LOC:chrI-134701-135000,chrI,134701,135000
LOC:chrI-135001-135300,chrI,135001,135300
LOC:chrI-135301-135600,chrI,135301,135600
LOC:chrI-135601-135900,chrI,135601,135900
LOC:chrI-135901-136200,chrI,135901,136200
LOC:chrI-136201-136500,chrI,136201,136500
LOC:chrI-136501-136800,chrI,136501,136800
LOC:chrI-136801-137100,chrI,136801,137100
LOC:chrI-137101-137400,chrI,137101,137400
LOC:chrI-137401-137700,chrI,137401,137700
LOC:chrI-137701-138000,chrI,137701,138000
LOC:chrI-138001-138300,chrI,138001,138300
LOC:chrI-138301-138600,chrI,138301,138600
LOC:chrI-138601-138900,chrI,138601,138900
LOC:chrI-138901-139200,chrI,138901,139200
LOC:chrI-139201-139500,chrI,139201,139500
LOC:chrI-139501-139800,chrI,139501,139800
LOC:chrI-139801-140100,chrI,139801,140100
LOC:chrI-140101-140400,chrI,140101,140400
LOC:chrI-140401-140700,chrI,140401,140700
LOC:chrI-140701-141000,chrI,140701,141000
LOC:chrI-141001-141300,chrI,141001,141300
LOC:chrI-141301-141600,chrI,141301,141600
LOC:chrI-141601-141900,chrI,141601,141900
LOC:chrI-141901-142200,chrI,141901,142200
LOC:chrI-142201-142500,chrI,142201,142500
LOC:chrI-142501-142800,chrI,142501,142800
LOC:chrI-142801-143100,chrI,142801,143100
LOC:chrI-143101-143400,chrI,143101,143400
LOC:chrI-143401-143700,chrI,143401,143700
LOC:chrI-143701-144000,chrI,143701,144000
LOC:chrI-144001-144300,chrI,144001,144300
LOC:chrI-144301-144600,chrI,144301,144600
LOC:chrI-144601-144900,chrI,144601,144900
LOC:chrI-144901-145200,chrI,144901,145200
LOC:chrI-145201-145500,chrI,145201,145500
LOC:chrI-145501-145800,chrI,145501,145800
LOC:chrI-145801-146100,chrI,145801,146100
LOC:chrI-146101-146400,chrI,146101,146400
LOC:chrI-146401-146700,chrI,146401,146700
LOC:chrI-146701-147000,chrI,146701,147000
LOC:chrI-147001-147300,chrI,147001,147300
LOC:chrI-147301-147600,chrI,147301,147600
LOC:chrI-147601-147900,chrI,147601,147900
LOC:chrI-147901-148200,chrI,147901,148200
LOC:chrI-148201-148500,chrI,148201,148500
LOC:chrI-148501-148800,chrI,148501,148800
LOC:chrI-148801-149100,chrI,148801,149100
LOC:chrI-149101-149400,chrI,149101,149400
LOC:chrI-149401-149700,chrI,149401,149700
LOC:chrI-149701-150000,chrI,149701,150000
LOC:chrI-150001-150300,chrI,150001,150300
LOC:chrI-150301-150600,chrI,150301,150600
LOC:chrI-150601-150900,chrI,150601,150900
LOC:chrI-150901-151200,chrI,150901,151200
LOC:chrI-151201-151500,chrI,151201,151500
LOC:chrI-151501-151800,chrI,151501,151800
LOC:chrI-151801-152100,chrI,151801,152100
LOC:chrI-152101-152400,chrI,152101,152400
LOC:chrI-152401-152700,chrI,152401,152700
LOC:chrI-152701-153000,chrI,152701,153000
LOC:chrI-153001-153300,chrI,153001,153300
LOC:chrI-153301-153600,chrI,153301,153600
LOC:chrI-153601-153900,chrI,153601,153900
LOC:chrI-153901-154200,chrI,153901,154200
LOC:chrI-154201-154500,chrI,154201,154500
LOC:chrI-154501-154800,chrI,154501,154800
LOC:chrI-154801-155100,chrI,154801,155100
LOC:chrI-155101-155400,chrI,155101,155400
LOC:chrI-155401-155700,chrI,155401,155700
LOC:chrI-155701-156000,chrI,155701,156000
LOC:chrI-156001-156300,chrI,156001,156300
LOC:chrI-156301-156600,chrI,156301,156600
LOC:chrI-156601-156900,chrI,156601,156900
LOC:chrI-156901-157200,chrI,156901,157200
LOC:chrI-157201-157500,chrI,157201,157500
LOC:chrI-157501-157800,chrI,157501,157800
LOC:chrI-157801-158100,chrI,157801,158100
LOC:chrI-158101-158400,chrI,158101,158400
LOC:chrI-158401-158700,chrI,158401,158700
LOC:chrI-158701-159000,chrI,158701,159000
LOC:chrI-159001-159300,chrI,159001,159300
LOC:chrI-159301-159600,chrI,159301,159600
LOC:chrI-159601-159900,chrI,159601,159900
LOC:chrI-159901-160200,chrI,159901,160200
LOC:chrI-160201-160500,chrI,160201,160500
LOC:chrI-160501-160800,chrI,160501,160800
LOC:chrI-160801-161100,chrI,160801,161100
LOC:chrI-161101-161400,chrI,161101,161400
LOC:chrI-161401-161700,chrI,161401,161700
LOC:chrI-161701-162000,chrI,161701,162000
LOC:chrI-162001-162300,chrI,162001,162300
LOC:chrI-162301-162600,chrI,162301,162600
LOC:chrI-162601-162900,chrI,162601,162900
LOC:chrI-162901-163200,chrI,162901,163200
LOC:chrI-163201-163500,chrI,163201,163500
LOC:chrI-163501-163800,chrI,163501,163800
LOC:chrI-163801-164100,chrI,163801,164100
LOC:chrI-164101-164400,chrI,164101,164400
LOC:chrI-164401-164700,chrI,164401,164700
LOC:chrI-164701-165000,chrI,164701,165000
LOC:chrI-165001-165300,chrI,165001,165300
LOC:chrI-165301-165600,chrI,165301,165600
LOC:chrI-165601-165900,chrI,165601,165900
LOC:chrI-165901-166200,chrI,165901,166200
LOC:chrI-166201-166500,chrI,166201,166500
LOC:chrI-166501-166800,chrI,166501,166800
LOC:chrI-166801-167100,chrI,166801,167100
LOC:chrI-167101-167400,chrI,167101,167400
LOC:chrI-167401-167700,chrI,167401,167700
LOC:chrI-167701-168000,chrI,167701,168000
LOC:chrI-168001-168300,chrI,168001,168300
LOC:chrI-168301-168600,chrI,168301,168600
LOC:chrI-168601-168900,chrI,168601,168900
LOC:chrI-168901-169200,chrI,168901,169200
LOC:chrI-169201-169500,chrI,169201,169500
LOC:chrI-169501-169800,chrI,169501,169800
LOC:chrI-169801-170100,chrI,169801,170100
LOC:chrI-170101-170400,chrI,170101,170400
LOC:chrI-170401-170700,chrI,170401,170700
LOC:chrI-170701-171000,chrI,170701,171000
LOC:chrI-171001-171300,chrI,171001,171300
LOC:chrI-171301-171600,chrI,171301,171600
LOC:chrI-171601-171900,chrI,171601,171900
LOC:chrI-171901-172200,chrI,171901,172200
LOC:chrI-172201-172500,chrI,172201,172500
LOC:chrI-172501-172800,chrI,172501,172800
LOC:chrI-172801-173100,chrI,172801,173100
LOC:chrI-173101-173400,chrI,173101,173400
LOC:chrI-173401-173700,chrI,173401,173700
LOC:chrI-173701-174000,chrI,173701,174000
LOC:chrI-174001-174300,chrI,174001,174300
LOC:chrI-174301-174600,chrI,174301,174600
