lociID,chromosomeID,start,end
LOC:chrI-14201-14400,chrI,14201,14400
LOC:chrI-14401-14600,chrI,14401,14600
LOC:chrI-14601-14800,chrI,14601,14800
LOC:chrI-14801-15000,chrI,14801,15000
LOC:chrI-15001-15200,chrI,15001,15200
LOC:chrI-15201-15400,chrI,15201,15400
LOC:chrI-15401-15600,chrI,15401,15600
LOC:chrI-15601-15800,chrI,15601,15800
LOC:chrI-15801-16000,chrI,15801,16000
LOC:chrI-16001-16200,chrI,16001,16200
LOC:chrI-16201-16400,chrI,16201,16400
LOC:chrI-16401-16600,chrI,16401,16600
LOC:chrI-16601-16800,chrI,16601,16800
LOC:chrI-16801-17000,chrI,16801,17000
LOC:chrI-17001-17200,chrI,17001,17200
LOC:chrI-17201-17400,chrI,17201,17400
LOC:chrI-17401-17600,chrI,17401,17600
LOC:chrI-17601-17800,chrI,17601,17800
LOC:chrI-17801-18000,chrI,17801,18000
LOC:chrI-18001-18200,chrI,18001,18200
LOC:chrI-18201-18400,chrI,18201,18400
LOC:chrI-18401-18600,chrI,18401,18600
LOC:chrI-18601-18800,chrI,18601,18800
LOC:chrI-18801-19000,chrI,18801,19000
LOC:chrI-19001-19200,chrI,19001,19200
LOC:chrI-19201-19400,chrI,19201,19400
LOC:chrI-19401-19600,chrI,19401,19600
LOC:chrI-19601-19800,chrI,19601,19800
LOC:chrI-19801-20000,chrI,19801,20000
LOC:chrI-20001-20200,chrI,20001,20200
LOC:chrI-20201-20400,chrI,20201,20400
LOC:chrI-20401-20600,chrI,20401,20600
LOC:chrI-20601-20800,chrI,20601,20800
LOC:chrI-20801-21000,chrI,20801,21000
LOC:chrI-21001-21200,chrI,21001,21200
LOC:chrI-21201-21400,chrI,21201,21400
LOC:chrI-21401-21600,chrI,21401,21600
LOC:chrI-21601-21800,chrI,21601,21800
LOC:chrI-21801-22000,chrI,21801,22000
LOC:chrI-22001-22200,chrI,22001,22200
LOC:chrI-22201-22400,chrI,22201,22400
LOC:chrI-22401-22600,chrI,22401,22600
LOC:chrI-22601-22800,chrI,22601,22800
LOC:chrI-22801-23000,chrI,22801,23000
LOC:chrI-23001-23200,chrI,23001,23200
LOC:chrI-23201-23400,chrI,23201,23400
LOC:chrI-23401-23600,chrI,23401,23600
LOC:chrI-23601-23800,chrI,23601,23800
LOC:chrI-23801-24000,chrI,23801,24000
LOC:chrI-24001-24200,chrI,24001,24200
LOC:chrI-24201-24400,chrI,24201,24400
LOC:chrI-24401-24600,chrI,24401,24600
LOC:chrI-24601-24800,chrI,24601,24800
LOC:chrI-24801-25000,chrI,24801,25000
LOC:chrI-25001-25200,chrI,25001,25200
LOC:chrI-25201-25400,chrI,25201,25400
LOC:chrI-25401-25600,chrI,25401,25600
LOC:chrI-25601-25800,chrI,25601,25800
LOC:chrI-25801-26000,chrI,25801,26000
LOC:chrI-26001-26200,chrI,26001,26200
LOC:chrI-26201-26400,chrI,26201,26400
LOC:chrI-26401-26600,chrI,26401,26600
LOC:chrI-26601-26800,chrI,26601,26800
LOC:chrI-26801-27000,chrI,26801,27000
LOC:chrI-27001-27200,chrI,27001,27200
LOC:chrI-27201-27400,chrI,27201,27400
LOC:chrI-27401-27600,chrI,27401,27600
LOC:chrI-27601-27800,chrI,27601,27800
LOC:chrI-27801-28000,chrI,27801,28000
LOC:chrI-28001-28200,chrI,28001,28200
LOC:chrI-28201-28400,chrI,28201,28400
LOC:chrI-28401-28600,chrI,28401,28600
LOC:chrI-28601-28800,chrI,28601,28800
LOC:chrI-28801-29000,chrI,28801,29000
LOC:chrI-29001-29200,chrI,29001,29200
LOC:chrI-29201-29400,chrI,29201,29400
LOC:chrI-29401-29600,chrI,29401,29600
LOC:chrI-29601-29800,chrI,29601,29800
LOC:chrI-29801-30000,chrI,29801,30000
LOC:chrI-30001-30200,chrI,30001,30200
LOC:chrI-30201-30400,chrI,30201,30400
LOC:chrI-30401-30600,chrI,30401,30600
LOC:chrI-30601-30800,chrI,30601,30800
LOC:chrI-30801-31000,chrI,30801,31000
LOC:chrI-31001-31200,chrI,31001,31200
LOC:chrI-31201-31400,chrI,31201,31400
LOC:chrI-31401-31600,chrI,31401,31600
LOC:chrI-31601-31800,chrI,31601,31800
LOC:chrI-31801-32000,chrI,31801,32000
LOC:chrI-32001-32200,chrI,32001,32200
LOC:chrI-32201-32400,chrI,32201,32400
LOC:chrI-32401-32600,chrI,32401,32600
LOC:chrI-32601-32800,chrI,32601,32800
LOC:chrI-32801-33000,chrI,32801,33000
LOC:chrI-33001-33200,chrI,33001,33200
LOC:chrI-33201-33400,chrI,33201,33400
LOC:chrI-33401-33600,chrI,33401,33600
LOC:chrI-33601-33800,chrI,33601,33800
LOC:chrI-33801-34000,chrI,33801,34000
LOC:chrI-34001-34200,chrI,34001,34200
LOC:chrI-34201-34400,chrI,34201,34400
LOC:chrI-34401-34600,chrI,34401,34600
LOC:chrI-34601-34800,chrI,34601,34800
LOC:chrI-34801-35000,chrI,34801,35000
LOC:chrI-35001-35200,chrI,35001,35200
LOC:chrI-35201-35400,chrI,35201,35400
LOC:chrI-35401-35600,chrI,35401,35600
LOC:chrI-35601-35800,chrI,35601,35800
LOC:chrI-35801-36000,chrI,35801,36000
LOC:chrI-36001-36200,chrI,36001,36200
LOC:chrI-36201-36400,chrI,36201,36400
LOC:chrI-36401-36600,chrI,36401,36600
LOC:chrI-36601-36800,chrI,36601,36800
LOC:chrI-36801-37000,chrI,36801,37000
LOC:chrI-37001-37200,chrI,37001,37200
LOC:chrI-37201-37400,chrI,37201,37400
LOC:chrI-37401-37600,chrI,37401,37600
LOC:chrI-37601-37800,chrI,37601,37800
LOC:chrI-37801-38000,chrI,37801,38000
LOC:chrI-38001-38200,chrI,38001,38200
LOC:chrI-38201-38400,chrI,38201,38400
LOC:chrI-38401-38600,chrI,38401,38600
LOC:chrI-38601-38800,chrI,38601,38800
LOC:chrI-38801-39000,chrI,38801,39000
LOC:chrI-39001-39200,chrI,39001,39200
LOC:chrI-39201-39400,chrI,39201,39400
LOC:chrI-39401-39600,chrI,39401,39600
LOC:chrI-39601-39800,chrI,39601,39800
LOC:chrI-39801-40000,chrI,39801,40000
LOC:chrI-40001-40200,chrI,40001,40200
LOC:chrI-40201-40400,chrI,40201,40400
LOC:chrI-40401-40600,chrI,40401,40600
LOC:chrI-40601-40800,chrI,40601,40800
LOC:chrI-40801-41000,chrI,40801,41000
LOC:chrI-41001-41200,chrI,41001,41200
LOC:chrI-41201-41400,chrI,41201,41400
LOC:chrI-41401-41600,chrI,41401,41600
LOC:chrI-41601-41800,chrI,41601,41800
LOC:chrI-41801-42000,chrI,41801,42000
LOC:chrI-42001-42200,chrI,42001,42200
LOC:chrI-42201-42400,chrI,42201,42400
LOC:chrI-42401-42600,chrI,42401,42600
LOC:chrI-42601-42800,chrI,42601,42800
LOC:chrI-42801-43000,chrI,42801,43000
LOC:chrI-43001-43200,chrI,43001,43200
LOC:chrI-43201-43400,chrI,43201,43400
LOC:chrI-43401-43600,chrI,43401,43600
LOC:chrI-43601-43800,chrI,43601,43800
LOC:chrI-43801-44000,chrI,43801,44000
LOC:chrI-44001-44200,chrI,44001,44200
LOC:chrI-44201-44400,chrI,44201,44400
LOC:chrI-44401-44600,chrI,44401,44600
LOC:chrI-44601-44800,chrI,44601,44800
LOC:chrI-44801-45000,chrI,44801,45000
LOC:chrI-45001-45200,chrI,45001,45200
LOC:chrI-45201-45400,chrI,45201,45400
LOC:chrI-45401-45600,chrI,45401,45600
LOC:chrI-45601-45800,chrI,45601,45800
LOC:chrI-45801-46000,chrI,45801,46000
LOC:chrI-46001-46200,chrI,46001,46200
LOC:chrI-46201-46400,chrI,46201,46400
LOC:chrI-46401-46600,chrI,46401,46600
LOC:chrI-46601-46800,chrI,46601,46800
LOC:chrI-46801-47000,chrI,46801,47000
LOC:chrI-47001-47200,chrI,47001,47200
LOC:chrI-47201-47400,chrI,47201,47400
LOC:chrI-47401-47600,chrI,47401,47600
LOC:chrI-47601-47800,chrI,47601,47800
LOC:chrI-47801-48000,chrI,47801,48000
LOC:chrI-48001-48200,chrI,48001,48200
LOC:chrI-48201-48400,chrI,48201,48400
LOC:chrI-48401-48600,chrI,48401,48600
LOC:chrI-48601-48800,chrI,48601,48800
LOC:chrI-48801-49000,chrI,48801,49000
LOC:chrI-49001-49200,chrI,49001,49200
LOC:chrI-49201-49400,chrI,49201,49400
LOC:chrI-49401-49600,chrI,49401,49600
LOC:chrI-49601-49800,chrI,49601,49800
LOC:chrI-49801-50000,chrI,49801,50000
LOC:chrI-50001-50200,chrI,50001,50200
LOC:chrI-50201-50400,chrI,50201,50400
LOC:chrI-50401-50600,chrI,50401,50600
LOC:chrI-50601-50800,chrI,50601,50800
LOC:chrI-50801-51000,chrI,50801,51000
LOC:chrI-51001-51200,chrI,51001,51200
LOC:chrI-51201-51400,chrI,51201,51400
LOC:chrI-51401-51600,chrI,51401,51600
LOC:chrI-51601-51800,chrI,51601,51800
LOC:chrI-51801-52000,chrI,51801,52000
LOC:chrI-52001-52200,chrI,52001,52200
LOC:chrI-52201-52400,chrI,52201,52400
LOC:chrI-52401-52600,chrI,52401,52600
LOC:chrI-52601-52800,chrI,52601,52800
LOC:chrI-52801-53000,chrI,52801,53000
LOC:chrI-53001-53200,chrI,53001,53200
LOC:chrI-53201-53400,chrI,53201,53400
LOC:chrI-53401-53600,chrI,53401,53600
LOC:chrI-53601-53800,chrI,53601,53800
LOC:chrI-53801-54000,chrI,53801,54000
LOC:chrI-54001-54200,chrI,54001,54200
LOC:chrI-54201-54400,chrI,54201,54400
LOC:chrI-54401-54600,chrI,54401,54600
LOC:chrI-54601-54800,chrI,54601,54800
LOC:chrI-54801-55000,chrI,54801,55000
LOC:chrI-55001-55200,chrI,55001,55200
LOC:chrI-55201-55400,chrI,55201,55400
LOC:chrI-55401-55600,chrI,55401,55600
LOC:chrI-55601-55800,chrI,55601,55800
LOC:chrI-55801-56000,chrI,55801,56000
LOC:chrI-56001-56200,chrI,56001,56200
LOC:chrI-56201-56400,chrI,56201,56400
LOC:chrI-56401-56600,chrI,56401,56600
LOC:chrI-56601-56800,chrI,56601,56800
LOC:chrI-56801-57000,chrI,56801,57000
LOC:chrI-57001-57200,chrI,57001,57200
LOC:chrI-57201-57400,chrI,57201,57400
LOC:chrI-57401-57600,chrI,57401,57600
LOC:chrI-57601-57800,chrI,57601,57800
LOC:chrI-57801-58000,chrI,57801,58000
LOC:chrI-58001-58200,chrI,58001,58200
LOC:chrI-58201-58400,chrI,58201,58400
LOC:chrI-58401-58600,chrI,58401,58600
LOC:chrI-58601-58800,chrI,58601,58800
LOC:chrI-58801-59000,chrI,58801,59000
LOC:chrI-59001-59200,chrI,59001,59200
LOC:chrI-59201-59400,chrI,59201,59400
LOC:chrI-59401-59600,chrI,59401,59600
LOC:chrI-59601-59800,chrI,59601,59800
LOC:chrI-59801-60000,chrI,59801,60000
LOC:chrI-60001-60200,chrI,60001,60200
LOC:chrI-60201-60400,chrI,60201,60400
LOC:chrI-60401-60600,chrI,60401,60600
LOC:chrI-60601-60800,chrI,60601,60800
LOC:chrI-60801-61000,chrI,60801,61000
LOC:chrI-61001-61200,chrI,61001,61200
LOC:chrI-61201-61400,chrI,61201,61400
LOC:chrI-61401-61600,chrI,61401,61600
LOC:chrI-61601-61800,chrI,61601,61800
LOC:chrI-61801-62000,chrI,61801,62000
LOC:chrI-62001-62200,chrI,62001,62200
LOC:chrI-62201-62400,chrI,62201,62400
LOC:chrI-62401-62600,chrI,62401,62600
LOC:chrI-62601-62800,chrI,62601,62800
LOC:chrI-62801-63000,chrI,62801,63000
LOC:chrI-63001-63200,chrI,63001,63200
LOC:chrI-63201-63400,chrI,63201,63400
LOC:chrI-63401-63600,chrI,63401,63600
LOC:chrI-63601-63800,chrI,63601,63800
LOC:chrI-63801-64000,chrI,63801,64000
LOC:chrI-64001-64200,chrI,64001,64200
LOC:chrI-64201-64400,chrI,64201,64400
LOC:chrI-64401-64600,chrI,64401,64600
LOC:chrI-64601-64800,chrI,64601,64800
LOC:chrI-64801-65000,chrI,64801,65000
LOC:chrI-65001-65200,chrI,65001,65200
LOC:chrI-65201-65400,chrI,65201,65400
LOC:chrI-65401-65600,chrI,65401,65600
LOC:chrI-65601-65800,chrI,65601,65800
LOC:chrI-65801-66000,chrI,65801,66000
LOC:chrI-66001-66200,chrI,66001,66200
LOC:chrI-66201-66400,chrI,66201,66400
LOC:chrI-66401-66600,chrI,66401,66600
LOC:chrI-66601-66800,chrI,66601,66800
LOC:chrI-66801-67000,chrI,66801,67000
LOC:chrI-67001-67200,chrI,67001,67200
LOC:chrI-67201-67400,chrI,67201,67400
LOC:chrI-67401-67600,chrI,67401,67600
LOC:chrI-67601-67800,chrI,67601,67800
LOC:chrI-67801-68000,chrI,67801,68000
LOC:chrI-68001-68200,chrI,68001,68200
LOC:chrI-68201-68400,chrI,68201,68400
LOC:chrI-68401-68600,chrI,68401,68600
LOC:chrI-68601-68800,chrI,68601,68800
LOC:chrI-68801-69000,chrI,68801,69000
LOC:chrI-69001-69200,chrI,69001,69200
LOC:chrI-69201-69400,chrI,69201,69400
LOC:chrI-69401-69600,chrI,69401,69600
LOC:chrI-69601-69800,chrI,69601,69800
LOC:chrI-69801-70000,chrI,69801,70000
LOC:chrI-70001-70200,chrI,70001,70200
LOC:chrI-70201-70400,chrI,70201,70400
LOC:chrI-70401-70600,chrI,70401,70600
LOC:chrI-70601-70800,chrI,70601,70800
LOC:chrI-70801-71000,chrI,70801,71000
LOC:chrI-71001-71200,chrI,71001,71200
LOC:chrI-71201-71400,chrI,71201,71400
LOC:chrI-71401-71600,chrI,71401,71600
LOC:chrI-71601-71800,chrI,71601,71800
LOC:chrI-71801-72000,chrI,71801,72000
LOC:chrI-72001-72200,chrI,72001,72200
LOC:chrI-72201-72400,chrI,72201,72400
LOC:chrI-72401-72600,chrI,72401,72600
LOC:chrI-72601-72800,chrI,72601,72800
LOC:chrI-72801-73000,chrI,72801,73000
LOC:chrI-73001-73200,chrI,73001,73200
LOC:chrI-73201-73400,chrI,73201,73400
LOC:chrI-73401-73600,chrI,73401,73600
LOC:chrI-73601-73800,chrI,73601,73800
LOC:chrI-73801-74000,chrI,73801,74000
LOC:chrI-74001-74200,chrI,74001,74200
LOC:chrI-74201-74400,chrI,74201,74400
LOC:chrI-74401-74600,chrI,74401,74600
LOC:chrI-74601-74800,chrI,74601,74800
LOC:chrI-74801-75000,chrI,74801,75000
LOC:chrI-75001-75200,chrI,75001,75200
LOC:chrI-75201-75400,chrI,75201,75400
LOC:chrI-75401-75600,chrI,75401,75600
LOC:chrI-75601-75800,chrI,75601,75800
LOC:chrI-75801-76000,chrI,75801,76000
LOC:chrI-76001-76200,chrI,76001,76200
LOC:chrI-76201-76400,chrI,76201,76400
LOC:chrI-76401-76600,chrI,76401,76600
LOC:chrI-76601-76800,chrI,76601,76800
LOC:chrI-76801-77000,chrI,76801,77000
LOC:chrI-77001-77200,chrI,77001,77200
LOC:chrI-77201-77400,chrI,77201,77400
LOC:chrI-77401-77600,chrI,77401,77600
LOC:chrI-77601-77800,chrI,77601,77800
LOC:chrI-77801-78000,chrI,77801,78000
LOC:chrI-78001-78200,chrI,78001,78200
LOC:chrI-78201-78400,chrI,78201,78400
LOC:chrI-78401-78600,chrI,78401,78600
LOC:chrI-78601-78800,chrI,78601,78800
LOC:chrI-78801-79000,chrI,78801,79000
LOC:chrI-79001-79200,chrI,79001,79200
LOC:chrI-79201-79400,chrI,79201,79400
LOC:chrI-79401-79600,chrI,79401,79600
LOC:chrI-79601-79800,chrI,79601,79800
LOC:chrI-79801-80000,chrI,79801,80000
LOC:chrI-80001-80200,chrI,80001,80200
LOC:chrI-80201-80400,chrI,80201,80400
LOC:chrI-80401-80600,chrI,80401,80600
LOC:chrI-80601-80800,chrI,80601,80800
LOC:chrI-80801-81000,chrI,80801,81000
LOC:chrI-81001-81200,chrI,81001,81200
LOC:chrI-81201-81400,chrI,81201,81400
LOC:chrI-81401-81600,chrI,81401,81600
LOC:chrI-81601-81800,chrI,81601,81800
LOC:chrI-81801-82000,chrI,81801,82000
LOC:chrI-82001-82200,chrI,82001,82200
LOC:chrI-82201-82400,chrI,82201,82400
LOC:chrI-82401-82600,chrI,82401,82600
LOC:chrI-82601-82800,chrI,82601,82800
LOC:chrI-82801-83000,chrI,82801,83000
LOC:chrI-83001-83200,chrI,83001,83200
LOC:chrI-83201-83400,chrI,83201,83400
LOC:chrI-83401-83600,chrI,83401,83600
LOC:chrI-83601-83800,chrI,83601,83800
LOC:chrI-83801-84000,chrI,83801,84000
LOC:chrI-84001-84200,chrI,84001,84200
LOC:chrI-84201-84400,chrI,84201,84400
LOC:chrI-84401-84600,chrI,84401,84600
LOC:chrI-84601-84800,chrI,84601,84800
LOC:chrI-84801-85000,chrI,84801,85000
LOC:chrI-85001-85200,chrI,85001,85200
LOC:chrI-85201-85400,chrI,85201,85400
LOC:chrI-85401-85600,chrI,85401,85600
LOC:chrI-85601-85800,chrI,85601,85800
LOC:chrI-85801-86000,chrI,85801,86000
LOC:chrI-86001-86200,chrI,86001,86200
LOC:chrI-86201-86400,chrI,86201,86400
LOC:chrI-86401-86600,chrI,86401,86600
LOC:chrI-86601-86800,chrI,86601,86800
LOC:chrI-86801-87000,chrI,86801,87000
LOC:chrI-87001-87200,chrI,87001,87200
LOC:chrI-87201-87400,chrI,87201,87400
LOC:chrI-87401-87600,chrI,87401,87600
LOC:chrI-87601-87800,chrI,87601,87800
LOC:chrI-87801-88000,chrI,87801,88000
LOC:chrI-88001-88200,chrI,88001,88200
LOC:chrI-88201-88400,chrI,88201,88400
LOC:chrI-88401-88600,chrI,88401,88600
LOC:chrI-88601-88800,chrI,88601,88800
LOC:chrI-88801-89000,chrI,88801,89000
LOC:chrI-89001-89200,chrI,89001,89200
LOC:chrI-89201-89400,chrI,89201,89400
LOC:chrI-89401-89600,chrI,89401,89600
LOC:chrI-89601-89800,chrI,89601,89800
LOC:chrI-89801-90000,chrI,89801,90000
LOC:chrI-90001-90200,chrI,90001,90200
LOC:chrI-90201-90400,chrI,90201,90400
LOC:chrI-90401-90600,chrI,90401,90600
LOC:chrI-90601-90800,chrI,90601,90800
LOC:chrI-90801-91000,chrI,90801,91000
LOC:chrI-91001-91200,chrI,91001,91200
LOC:chrI-91201-91400,chrI,91201,91400
LOC:chrI-91401-91600,chrI,91401,91600
LOC:chrI-91601-91800,chrI,91601,91800
LOC:chrI-91801-92000,chrI,91801,92000
LOC:chrI-92001-92200,chrI,92001,92200
LOC:chrI-92201-92400,chrI,92201,92400
LOC:chrI-92401-92600,chrI,92401,92600
LOC:chrI-92601-92800,chrI,92601,92800
LOC:chrI-92801-93000,chrI,92801,93000
LOC:chrI-93001-93200,chrI,93001,93200
LOC:chrI-93201-93400,chrI,93201,93400
LOC:chrI-93401-93600,chrI,93401,93600
LOC:chrI-93601-93800,chrI,93601,93800
LOC:chrI-93801-94000,chrI,93801,94000
LOC:chrI-94001-94200,chrI,94001,94200
LOC:chrI-94201-94400,chrI,94201,94400
LOC:chrI-94401-94600,chrI,94401,94600
LOC:chrI-94601-94800,chrI,94601,94800
LOC:chrI-94801-95000,chrI,94801,95000
LOC:chrI-95001-95200,chrI,95001,95200
LOC:chrI-95201-95400,chrI,95201,95400
LOC:chrI-95401-95600,chrI,95401,95600
LOC:chrI-95601-95800,chrI,95601,95800
LOC:chrI-95801-96000,chrI,95801,96000
LOC:chrI-96001-96200,chrI,96001,96200
LOC:chrI-96201-96400,chrI,96201,96400
LOC:chrI-96401-96600,chrI,96401,96600
LOC:chrI-96601-96800,chrI,96601,96800
LOC:chrI-96801-97000,chrI,96801,97000
LOC:chrI-97001-97200,chrI,97001,97200
LOC:chrI-97201-97400,chrI,97201,97400
LOC:chrI-97401-97600,chrI,97401,97600
LOC:chrI-97601-97800,chrI,97601,97800
LOC:chrI-97801-98000,chrI,97801,98000
LOC:chrI-98001-98200,chrI,98001,98200
LOC:chrI-98201-98400,chrI,98201,98400
LOC:chrI-98401-98600,chrI,98401,98600
LOC:chrI-98601-98800,chrI,98601,98800
LOC:chrI-98801-99000,chrI,98801,99000
LOC:chrI-99001-99200,chrI,99001,99200
LOC:chrI-99201-99400,chrI,99201,99400
LOC:chrI-99401-99600,chrI,99401,99600
LOC:chrI-99601-99800,chrI,99601,99800
LOC:chrI-99801-100000,chrI,99801,100000
LOC:chrI-100001-100200,chrI,100001,100200
LOC:chrI-100201-100400,chrI,100201,100400
LOC:chrI-100401-100600,chrI,100401,100600
LOC:chrI-100601-100800,chrI,100601,100800
LOC:chrI-100801-101000,chrI,100801,101000
LOC:chrI-101001-101200,chrI,101001,101200
LOC:chrI-101201-101400,chrI,101201,101400
LOC:chrI-101401-101600,chrI,101401,101600
LOC:chrI-101601-101800,chrI,101601,101800
LOC:chrI-101801-102000,chrI,101801,102000
LOC:chrI-102001-102200,chrI,102001,102200
LOC:chrI-102201-102400,chrI,102201,102400
LOC:chrI-102401-102600,chrI,102401,102600
LOC:chrI-102601-102800,chrI,102601,102800
LOC:chrI-102801-103000,chrI,102801,103000
LOC:chrI-103001-103200,chrI,103001,103200
LOC:chrI-103201-103400,chrI,103201,103400
LOC:chrI-103401-103600,chrI,103401,103600
LOC:chrI-103601-103800,chrI,103601,103800
LOC:chrI-103801-104000,chrI,103801,104000
LOC:chrI-104001-104200,chrI,104001,104200
LOC:chrI-104201-104400,chrI,104201,104400
LOC:chrI-104401-104600,chrI,104401,104600
LOC:chrI-104601-104800,chrI,104601,104800
LOC:chrI-104801-105000,chrI,104801,105000
LOC:chrI-105001-105200,chrI,105001,105200
LOC:chrI-105201-105400,chrI,105201,105400
LOC:chrI-105401-105600,chrI,105401,105600
LOC:chrI-105601-105800,chrI,105601,105800
LOC:chrI-105801-106000,chrI,105801,106000
LOC:chrI-106001-106200,chrI,106001,106200
LOC:chrI-106201-106400,chrI,106201,106400
LOC:chrI-106401-106600,chrI,106401,106600
LOC:chrI-106601-106800,chrI,106601,106800
LOC:chrI-106801-107000,chrI,106801,107000
LOC:chrI-107001-107200,chrI,107001,107200
LOC:chrI-107201-107400,chrI,107201,107400
LOC:chrI-107401-107600,chrI,107401,107600
LOC:chrI-107601-107800,chrI,107601,107800
LOC:chrI-107801-108000,chrI,107801,108000
LOC:chrI-108001-108200,chrI,108001,108200
LOC:chrI-108201-108400,chrI,108201,108400
LOC:chrI-108401-108600,chrI,108401,108600
LOC:chrI-108601-108800,chrI,108601,108800
LOC:chrI-108801-109000,chrI,108801,109000
LOC:chrI-109001-109200,chrI,109001,109200
LOC:chrI-109201-109400,chrI,109201,109400
LOC:chrI-109401-109600,chrI,109401,109600
LOC:chrI-109601-109800,chrI,109601,109800
LOC:chrI-109801-110000,chrI,109801,110000
LOC:chrI-110001-110200,chrI,110001,110200
LOC:chrI-110201-110400,chrI,110201,110400
LOC:chrI-110401-110600,chrI,110401,110600
LOC:chrI-110601-110800,chrI,110601,110800
LOC:chrI-110801-111000,chrI,110801,111000
LOC:chrI-111001-111200,chrI,111001,111200
LOC:chrI-111201-111400,chrI,111201,111400
LOC:chrI-111401-111600,chrI,111401,111600
LOC:chrI-111601-111800,chrI,111601,111800
LOC:chrI-111801-112000,chrI,111801,112000
LOC:chrI-112001-112200,chrI,112001,112200
LOC:chrI-112201-112400,chrI,112201,112400
LOC:chrI-112401-112600,chrI,112401,112600
LOC:chrI-112601-112800,chrI,112601,112800
LOC:chrI-112801-113000,chrI,112801,113000
LOC:chrI-113001-113200,chrI,113001,113200
LOC:chrI-113201-113400,chrI,113201,113400
LOC:chrI-113401-113600,chrI,113401,113600
LOC:chrI-113601-113800,chrI,113601,113800
LOC:chrI-113801-114000,chrI,113801,114000
LOC:chrI-114001-114200,chrI,114001,114200
LOC:chrI-114201-114400,chrI,114201,114400
LOC:chrI-114401-114600,chrI,114401,114600
LOC:chrI-114601-114800,chrI,114601,114800
LOC:chrI-114801-115000,chrI,114801,115000
LOC:chrI-115001-115200,chrI,115001,115200
LOC:chrI-115201-115400,chrI,115201,115400
LOC:chrI-115401-115600,chrI,115401,115600
LOC:chrI-115601-115800,chrI,115601,115800
LOC:chrI-115801-116000,chrI,115801,116000
LOC:chrI-116001-116200,chrI,116001,116200
LOC:chrI-116201-116400,chrI,116201,116400
